Car_Age,Color,Drivetrain,Engine,Sum of Fuel Tank Capacity,Fuel Type,Fuel_ID,Sum of Height,KMGroup,Sum of Kilometer,KMGroup_ID,Sum of Length,Location,Make,Max Power,Model,Max Torque,Owner,Sum of Price,PriceBand,PriceBand_ID,Sum of PricePerKM,Sum of Seating Capacity,Seller Type,Transmission,Transmission_ID,Sum of Width,Year
6,Black,RWD,1995 cc,63,Diesel,D1I1E1,1545,20–50k,32963,G2,4454,Bangalore,BMW,184 bhp @ 4000 rpm,X1 sDrive20d xLine,350 Nm @ 1750 rpm,First,3775000,25–50L,PR6,114.52,5,Individual,Automatic,AUT,2044,2019
6,Black,RWD,1995 cc,130,Diesel,D1I1E1,2958,20–50k,61000,G2,9872,Delhi,BMW,188 bhp @ 4000 rpm,5-Series 520d Luxury Line [2017-2019],400 Nm @ 1750 rpm,First,9600000,25–50L,PR6,314.84,10,Individual,Automatic,AUT,3736,2019
6,Black,RWD,2755 cc,80,Diesel,D1I1E1,1835,50–100k,92000,G3,4795,Lucknow,Toyota,174 bhp @ 3400 rpm,Fortuner 2.8 4x2 MT [2016-2020],420 Nm @ 1600 rpm,First,2980000,25–50L,PR6,32.39,7,Individual,Manual,MAN,1855,2019
6,Blue,AWD,1950 cc,66,Diesel,D1I1E1,1644,0–20k,10000,G1,4658,Delhi,Mercedes-Benz,192 bhp @ 3800 rpm,GLC 220d 4MATIC Progressive [2019-2021],400 Nm @ 1600 rpm,First,5200000,50L+,PR7,520.00,5,Individual,Automatic,AUT,1890,2019
6,Blue,AWD,1995 cc,67,Diesel,D1I1E1,1678,0–20k,15087,G1,4657,Mumbai,BMW,190 bhp @ 4000 rpm,X3 xDrive-20d xLine,400 Nm @ 1750 rpm,First,5300000,50L+,PR7,351.30,5,Corporate,Automatic,AUT,1881,2019
6,Blue,AWD,1999 cc,65,Petrol,P1E1T1,1724,20–50k,24444,G2,4600,Bangalore,Land Rover,236 bhp @ 5500 rpm,Discovery Sport HSE Petrol 7-Seater,340 Nm @ 1750 rpm,Second,5100000,50L+,PR7,208.64,7,Individual,Automatic,AUT,2069,2019
6,Blue,AWD,2179 cc,65,Diesel,D1I1E1,1724,20–50k,50000,G2,4600,Karnal,Land Rover,188 bhp @ 3500 rpm,Discovery Sport HSE Luxury 7-Seater,420 Nm @ 1750 rpm,First,4575000,25–50L,PR6,91.50,7,Individual,Automatic,AUT,2069,2019
6,Blue,AWD,2993 cc,105,Diesel,D1I1E1,1835,20–50k,35000,G2,4999,Pune,Land Rover,244 bhp @ 4000 rpm,Range Rover 3.0 V6 Diesel Vogue,600 Nm @ 2000 rpm,First,22000000,50L+,PR7,628.57,5,Individual,Automatic,AUT,2220,2019
6,Blue,AWD,3436 cc,68,Petrol,P1E1T1,1304,0–20k,9000,G1,4491,Pune,Porsche,325 bhp @ 7400 rpm,911 Carrera 4,390 Nm @ 5600 rpm,First,9300000,50L+,PR7,1033.33,4,Corporate,Automatic,AUT,1852,2019
6,Blue,FWD,1197 cc,37,Petrol,P1E1T1,1515,0–20k,9644,G1,3995,Pune,Maruti Suzuki,82 bhp @ 6000 rpm,DZire VXi AMT,113 Nm @ 4200 rpm,First,825000,5–10L,PR3,85.55,5,Individual,Automatic,AUT,1735,2019
6,Blue,FWD,1197 cc,42,Petrol,P1E1T1,1530,20–50k,46027,G2,3850,Hyderabad,Maruti Suzuki,83 bhp @ 6000 rpm,Swift VXi [2014-2017],115 Nm @ 4000 rpm,First,695000,5–10L,PR3,15.10,5,Individual,Manual,MAN,1695,2019
6,Blue,FWD,1197 cc,42,Petrol,P1E1T1,1530,20–50k,26000,G2,3850,Lucknow,Maruti Suzuki,83 bhp @ 6000 rpm,Swift VXi [2014-2017],115 Nm @ 4000 rpm,First,590000,5–10L,PR3,22.69,5,Individual,Manual,MAN,1695,2019
6,Blue,FWD,1197 cc,45,Petrol,P1E1T1,1505,20–50k,42678,G2,3985,Mumbai,Hyundai,82 bhp @ 6000 rpm,Elite i20 Sportz 1.2 [2016-2017],115 Nm @ 4000 rpm,First,695000,5–10L,PR3,16.28,5,Individual,Manual,MAN,1734,2019
6,Blue,FWD,1197 cc,37,Petrol,P1E1T1,1515,50–100k,74000,G3,3995,Pune,Maruti Suzuki,89 bhp @ 6000 rpm,DZire VXi,113 Nm @ 4400 rpm,First,685000,5–10L,PR3,9.26,5,Individual,Manual,MAN,1735,2019
6,Blue,FWD,1396 cc,55,Diesel,D1I1E1,1665,20–50k,37000,G2,4270,Hyderabad,Hyundai,89 bhp @ 4000 rpm,Creta EX 1.4 CRDi,220 Nm @ 1500 rpm,First,1090000,10–15L,PR4,29.46,5,Individual,Manual,MAN,1780,2019
6,Blue,FWD,1462 cc,43,Petrol,P1E1T1,1485,0–20k,6200,G1,4490,Mumbai,Maruti Suzuki,103 bhp @ 6000 rpm,Ciaz Delta Hybrid 1.5 [2018-2020],138 Nm @ 4400 rpm,First,750000,5–10L,PR3,120.97,5,Individual,Manual,MAN,1730,2019
6,Blue,FWD,1462 cc,43,Petrol,P1E1T1,1485,20–50k,30672,G2,4490,Bangalore,Maruti Suzuki,103 bhp @ 6000 rpm,Ciaz Alpha Hybrid 1.5 AT [2018-2020],138 Nm @ 4400 rpm,First,1075000,10–15L,PR4,35.05,5,Individual,Automatic,AUT,1730,2019
6,Blue,FWD,1462 cc,43,Petrol,P1E1T1,1485,20–50k,34000,G2,4490,Delhi,Maruti Suzuki,103 bhp @ 6000 rpm,Ciaz Alpha Hybrid 1.5 [2018-2020],138 Nm @ 4400 rpm,First,910000,5–10L,PR3,26.76,5,Individual,Manual,MAN,1730,2019
6,Blue,FWD,1462 cc,45,Petrol,P1E1T1,1700,20–50k,41792,G2,4445,Pune,Maruti Suzuki,103 bhp @ 6000 rpm,XL6 Zeta MT Petrol,138 Nm @ 4400 rpm,First,975000,5–10L,PR3,23.33,6,Individual,Manual,MAN,1775,2019
6,Blue,FWD,1497 cc,52,Petrol,P1E1T1,1647,20–50k,48422,G2,3998,Kolkata,Ford,121 bhp @ 6500 rpm,Ecosport Titanium 1.5L Ti-VCT,150 Nm @ 4500 rpm,First,625000,5–10L,PR3,12.91,5,Individual,Manual,MAN,1765,2019
6,Blue,FWD,998 cc,45,Petrol,P1E1T1,1605,20–50k,27464,G2,3995,Bangalore,Hyundai,118 bhp @ 6000 rpm,Venue SX 1.0 (O) Petrol [2019-2020],172 Nm @ 1500 rpm,First,999000,5–10L,PR3,36.37,5,Individual,Manual,MAN,1770,2019
6,Blue,FWD,998 cc,45,Petrol,P1E1T1,1605,20–50k,28000,G2,3995,Chennai,Hyundai,118 bhp @ 6000 rpm,Venue SX Plus 1.0 Turbo DCT,172 Nm @ 1500 rpm,First,1075000,10–15L,PR4,38.39,5,Individual,Automatic,AUT,1770,2019
6,Blue,RWD,1950 cc,66,Diesel,D1I1E1,1442,0–20k,8000,G1,4686,Delhi,Mercedes-Benz,192 bhp @ 3800 rpm,C-Class C 220d Progressive [2018-2019],400 Nm @ 1600 rpm,First,4150000,25–50L,PR6,518.75,5,Individual,Automatic,AUT,1810,2019
6,Blue,RWD,1950 cc,66,Diesel,D1I1E1,1442,20–50k,31000,G2,4686,Delhi,Mercedes-Benz,192 bhp @ 3800 rpm,C-Class C 220d Progressive [2018-2019],400 Nm @ 1600 rpm,First,4275000,25–50L,PR6,137.90,5,Individual,Automatic,AUT,1810,2019
6,Blue,RWD,1995 cc,57,Diesel,D1I1E1,1429,0–20k,15500,G1,4633,Delhi,BMW,188 bhp @ 4000 rpm,3-Series 320d Prestige,400 Nm @ 1750 rpm,First,2690000,25–50L,PR6,173.55,5,Individual,Automatic,AUT,1811,2019
6,Blue,RWD,1995 cc,63,Diesel,D1I1E1,1545,20–50k,29221,G2,4454,Bangalore,BMW,184 bhp @ 4000 rpm,X1 sDrive20d xLine,350 Nm @ 1750 rpm,First,3785000,25–50L,PR6,129.53,5,Individual,Automatic,AUT,2044,2019
6,Blue,RWD,1995 cc,57,Diesel,D1I1E1,1429,20–50k,29000,G2,4633,Delhi,BMW,188 bhp @ 4000 rpm,3-Series 320d Luxury Line,400 Nm @ 1750 rpm,First,4150000,25–50L,PR6,143.10,5,Individual,Automatic,AUT,1811,2019
6,Blue,RWD,1995 cc,63,Diesel,D1I1E1,1545,50–100k,59000,G3,4454,Mumbai,BMW,184 bhp @ 4000 rpm,X1 sDrive20d xLine,350 Nm @ 1750 rpm,First,3025000,25–50L,PR6,51.27,5,Individual,Automatic,AUT,2044,2019
6,Blue,RWD,2993 cc,68,Diesel,D1I1E1,1538,50–100k,79000,G3,5091,Pune,BMW,265 bhp @ 4000 rpm,6-Series GT 630d Luxury Line [2018-2019],620 Nm @ 2000 rpm,First,5100000,50L+,PR7,64.56,5,Individual,Automatic,AUT,1902,2019
6,Bronze,FWD,1199 cc,35,Petrol,P1E1T1,1587,20–50k,32000,G2,3793,Noida,Tata,84 bhp @ 6000 rpm,Tiago NRG Petrol,114 Nm @ 3500 rpm,First,525000,5–10L,PR3,16.41,5,Individual,Manual,MAN,1665,2019
6,Bronze,FWD,1497 cc,40,Petrol,P1E1T1,1495,20–50k,36000,G2,4440,Pune,Honda,117 bhp @ 6600 rpm,City SV,145 Nm @ 4600 rpm,First,875000,5–10L,PR3,24.31,5,Individual,Manual,MAN,1695,2019
6,Bronze,FWD,999 cc,28,Petrol,P1E1T1,1478,20–50k,32000,G2,3679,Coimbatore,Renault,67 bhp @ 5500 rpm,Kwid 1.0 RXT AMT Opt,91 Nm @ 4250 rpm,First,490000,2–5L,PR2,15.31,5,Individual,Automatic,AUT,1579,2019
6,Bronze,RWD,2393 cc,55,Diesel,D1I1E1,1795,50–100k,71000,G3,4735,Mumbai,Toyota,148 bhp @ 3400 rpm,Innova 2.4 G 8 STR [2016-2017],343 Nm @ 1400 rpm,First,1900000,15–25L,PR5,26.76,8,Individual,Manual,MAN,1830,2019
6,Brown,FWD,1197 cc,37,Petrol,P1E1T1,1515,20–50k,31552,G2,3995,Mumbai,Maruti Suzuki,82 bhp @ 6000 rpm,DZire VXi AMT,113 Nm @ 4200 rpm,First,715000,5–10L,PR3,22.66,5,Individual,Automatic,AUT,1735,2019
6,Brown,FWD,1373 cc,45,CNG,C1NG1,1685,20–50k,42000,G2,4296,Delhi,Maruti Suzuki,94 bhp @ 6000 rpm,Ertiga VXI CNG,130 Nm @ 4000 rpm,First,1025000,10–15L,PR4,24.40,7,Individual,Manual,MAN,1695,2019
6,Brown,FWD,1462 cc,45,Petrol,P1E1T1,1700,20–50k,27900,G2,4445,Mumbai,Maruti Suzuki,103 bhp @ 6000 rpm,XL6 Zeta MT Petrol,138 Nm @ 4400 rpm,First,994999,5–10L,PR3,35.66,6,Individual,Manual,MAN,1775,2019
6,Brown,FWD,1497 cc,40,Petrol,P1E1T1,1495,0–20k,18000,G1,4440,Delhi,Honda,117 bhp @ 6600 rpm,City V CVT Petrol [2017-2019],145 Nm @ 4600 rpm,First,1040000,10–15L,PR4,57.78,5,Individual,Automatic,AUT,1695,2019
6,Brown,FWD,1798 cc,55,Petrol,P1E1T1,1475,20–50k,39000,G2,4620,Ahmedabad,Toyota,138 bhp @ 6400 rpm,Corolla Altis VL AT Petrol,173 Nm @ 4000 rpm,Second,1670000,15–25L,PR5,42.82,5,Individual,Automatic,AUT,1775,2019
6,Brown,FWD,999 cc,28,Petrol,P1E1T1,1478,20–50k,32000,G2,3679,Mumbai,Renault,67 bhp @ 5500 rpm,Kwid 1.0 RXL [2017-2019],91 Nm @ 4250 rpm,First,365000,2–5L,PR2,11.41,5,Individual,Manual,MAN,1579,2019
6,Gold,FWD,1086 cc,35,Petrol,P1E1T1,1560,0–20k,19000,G1,3610,Kolkata,Hyundai,68 bhp @ 5500 rpm,Santro Sportz AMT [2018-2020],99 Nm @ 4500 rpm,First,465000,2–5L,PR2,24.47,5,Individual,Automatic,AUT,1645,2019
6,Green,FWD,1497 cc,45,Diesel,D1I1E1,1774,0–20k,17000,G1,4585,Lucknow,Mahindra,121 bhp @ 3500 rpm,Marazzo M2 8 STR,300 Nm @ 1750 rpm,First,1050000,10–15L,PR4,61.76,8,Individual,Manual,MAN,1866,2019
6,Grey,AWD,2143 cc,93,Diesel,D1I1E1,1796,20–50k,31000,G2,4819,Mumbai,Mercedes-Benz,201 bhp @ 3800 rpm,GLE 250 d,500 Nm @ 1600 rpm,First,5850000,50L+,PR7,188.71,5,Corporate,Automatic,AUT,2141,2019
6,Grey,FWD,1197 cc,43,Petrol,P1E1T1,1520,0–20k,10265,G1,3765,Hyderabad,Hyundai,81 bhp @ 6000 rpm,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],114 Nm @ 4000 rpm,First,480000,2–5L,PR2,46.76,5,Individual,Manual,MAN,1660,2019
6,Grey,FWD,1197 cc,42,Petrol,P1E1T1,1530,0–20k,17881,G1,3850,Ranchi,Maruti Suzuki,83 bhp @ 6000 rpm,Swift VXi [2014-2017],115 Nm @ 4000 rpm,First,580000,5–10L,PR3,32.44,5,Individual,Manual,MAN,1695,2019
6,Grey,FWD,1197 cc,42,Petrol,P1E1T1,1530,20–50k,29000,G2,3850,Kolkata,Maruti Suzuki,83 bhp @ 6000 rpm,Swift VXi [2014-2017],115 Nm @ 4000 rpm,First,550000,5–10L,PR3,18.97,5,Individual,Manual,MAN,1695,2019
6,Grey,FWD,1197 cc,45,Petrol,P1E1T1,1505,20–50k,35000,G2,3985,Mumbai,Hyundai,82 bhp @ 6000 rpm,Elite i20 Sportz 1.2 [2016-2017],115 Nm @ 4000 rpm,First,645000,5–10L,PR3,18.43,5,Individual,Manual,MAN,1734,2019
6,Grey,FWD,1197 cc,32,Petrol,P1E1T1,1675,50–100k,50860,G3,3655,Bangalore,Maruti Suzuki,82 bhp @ 6000 rpm,Wagon R VXi 1.2,113 Nm @ 4200 rpm,First,579000,5–10L,PR3,11.38,5,Individual,Manual,MAN,1620,2019
6,Grey,FWD,1199 cc,35,Petrol,P1E1T1,1501,20–50k,22224,G2,3995,Pune,Honda,89 bhp @ 6000 rpm,Amaze 1.2 V CVT Petrol [2018-2020],110 Nm @ 4800 rpm,First,795000,5–10L,PR3,35.77,5,Individual,Automatic,AUT,1695,2019
6,Grey,FWD,1462 cc,43,Petrol,P1E1T1,1485,20–50k,32000,G2,4490,Pune,Maruti Suzuki,103 bhp @ 6000 rpm,Ciaz Delta Hybrid 1.5 AT [2018-2020],138 Nm @ 4400 rpm,First,850000,5–10L,PR3,26.56,5,Individual,Automatic,AUT,1730,2019
6,Grey,FWD,1493 cc,50,Diesel,D1I1E1,1645,50–100k,79000,G3,4315,Ludhiana,Kia,113 bhp @ 4000 rpm,Seltos HTX Plus 1.5 Diesel [2020-2021],250 Nm @ 1500 rpm,Second,1350000,10–15L,PR4,17.09,5,Individual,Manual,MAN,1800,2019
6,Grey,FWD,1497 cc,40,Petrol,P1E1T1,1495,50–100k,58618,G3,4440,Pune,Honda,117 bhp @ 6600 rpm,City V,145 Nm @ 4600 rpm,First,875000,5–10L,PR3,14.93,5,Individual,Manual,MAN,1695,2019
6,Grey,FWD,1582 cc,55,Diesel,D1I1E1,1665,20–50k,27657,G2,4270,Kolkata,Hyundai,126 bhp @ 4000 rpm,Creta SX 1.6 AT CRDi,260 Nm @ 1500 rpm,Second,1200000,10–15L,PR4,43.39,5,Individual,Automatic,AUT,1780,2019
6,Grey,FWD,1591 cc,55,Petrol,P1E1T1,1665,20–50k,44000,G2,4270,Delhi,Hyundai,122 bhp @ 6400 rpm,Creta SX 1.6 (O) Petrol,151 Nm @ 4850 rpm,First,1275000,10–15L,PR4,28.98,5,Individual,Manual,MAN,1780,2019
6,Grey,FWD,1591 cc,60,Petrol,P1E1T1,1630,20–50k,36313,G2,4270,Mumbai,Hyundai,122 bhp @ 6400 rpm,Creta 1.6 SX Plus Petrol,154 Nm @ 4850 rpm,First,1175000,10–15L,PR4,32.36,5,Individual,Manual,MAN,1780,2019
6,Grey,FWD,1968 cc,66,Diesel,D1I1E1,1483,0–20k,6900,G1,4861,Delhi,Skoda,174 bhp @ 3600 rpm,Superb L&K TDI AT,350 Nm @ 1500 rpm,First,3199000,25–50L,PR6,463.62,5,Individual,Automatic,AUT,1864,2019
6,Grey,FWD,796 cc,35,Petrol,P1E1T1,1475,0–20k,3583,G1,3445,Bangalore,Maruti Suzuki,47 bhp @ 6000 rpm,Alto 800 LXi (O),69 Nm @ 3500 rpm,First,449000,2–5L,PR2,125.31,5,Individual,Manual,MAN,1515,2019
6,Grey,FWD,799 cc,28,Petrol,P1E1T1,1478,20–50k,32000,G2,3679,Mysore,Renault,53 bhp @ 5678 rpm,Kwid RXT [2015-2019],72 Nm @ 4386 rpm,First,434999,2–5L,PR2,13.59,5,Individual,Manual,MAN,1579,2019
6,Grey,FWD,998 cc,60,CNG,C1NG1,1675,20–50k,50000,G2,3655,Delhi,Maruti Suzuki,58 bhp @ 5500 rpm,Wagon R LXi (O) 1.0 CNG [2019-2020],78 Nm @ 3500 rpm,First,525000,5–10L,PR3,10.50,5,Individual,Manual,MAN,1620,2019
6,Grey,FWD,998 cc,60,CNG,C1NG1,1675,20–50k,31000,G2,3655,Delhi,Maruti Suzuki,58 bhp @ 5500 rpm,Wagon R LXi 1.0 CNG [2019-2020],78 Nm @ 3500 rpm,First,575000,5–10L,PR3,18.55,5,Individual,Manual,MAN,1620,2019
6,Grey,FWD,998 cc,60,CNG,C1NG1,1475,20–50k,47377,G2,3545,Delhi,Maruti Suzuki,58 bhp @ 6000 rpm,Alto LXi CNG,78 Nm @ 3500 rpm,First,370000,2–5L,PR2,7.81,4,Individual,Manual,MAN,1490,2019
6,Grey,FWD,998 cc,35,Petrol,P1E1T1,1560,20–50k,25000,G2,3695,Muzaffurpur,Maruti Suzuki,67 bhp @ 6000 rpm,Celerio ZXi [2019-2020],90 Nm @ 3500 rpm,First,475000,2–5L,PR2,19.00,5,Individual,Manual,MAN,1600,2019
6,Grey,FWD,998 cc,27,Petrol,P1E1T1,1564,50–100k,53241,G3,3565,Mirzapur,Maruti Suzuki,67 bhp @ 5500 rpm,S-Presso VXi (O),90 Nm @ 3500 rpm,First,425000,2–5L,PR2,7.98,5,Individual,Manual,MAN,1520,2019
6,Grey,RWD,1196 cc,40,Petrol,P1E1T1,1800,20–50k,40310,G2,3675,Pune,Maruti Suzuki,73 bhp @ 6000 rpm,Eeco 7 STR [2019-2020],101 Nm @ 3000 rpm,Second,515000,5–10L,PR3,12.78,7,Individual,Manual,MAN,1475,2019
6,Maroon,FWD,1497 cc,40,Petrol,P1E1T1,1495,0–20k,12382,G1,4440,Pune,Honda,117 bhp @ 6600 rpm,City V,145 Nm @ 4600 rpm,First,1060000,10–15L,PR4,85.61,5,Corporate,Manual,MAN,1695,2019
6,Maroon,RWD,2393 cc,55,Diesel,D1I1E1,1795,20–50k,28000,G2,4735,Pune,Toyota,148 bhp @ 3400 rpm,Innova 2.4 VX 8 STR [2016-2020],343 Nm @ 1400 rpm,First,2250000,15–25L,PR5,80.36,8,Individual,Manual,MAN,1830,2019
6,Orange,FWD,1396 cc,60,Diesel,D1I1E1,1630,20–50k,23000,G2,4270,Ahmedabad,Hyundai,89 bhp @ 4000 rpm,Creta E Plus 1.4 CRDI,224 Nm @ 1500 rpm,First,990000,5–10L,PR3,43.04,5,Individual,Manual,MAN,1780,2019
6,Orange,FWD,1956 cc,50,Diesel,D1I1E1,1706,20–50k,20856,G2,4598,Bangalore,Tata,138 bhp @ 3750 rpm,Harrier XZ [2019-2020],350 Nm @ 1750 rpm,First,1695000,15–25L,PR5,81.27,5,Individual,Manual,MAN,1894,2019
6,Others,FWD,1598 cc,48,Diesel,D1I1E1,1590,20–50k,31056,G2,4300,Hyderabad,Maruti Suzuki,118 bhp @ 3750 rpm,S-Cross Alpha 1.6,320 Nm @ 1750 rpm,First,1063000,10–15L,PR4,34.23,5,Individual,Manual,MAN,1765,2019
6,Others,Unknown,1000cc,44,Petrol,P1E1T1,1562,0–20k,17491,G1,4050,Kolkata,Maruti Suzuki,"",Alto VXi,"",First,316000,2–5L,PR2,18.07,4,Individual,Manual,MAN,1710,2019
6,Red,AWD,1984 cc,65,Petrol,P1E1T1,1624,20–50k,27000,G2,4696,Hyderabad,Porsche,248 bhp @ 5000 rpm,Macan Base [2019-2020],370 Nm @ 1600 rpm,First,9000000,50L+,PR7,333.33,5,Corporate,Automatic,AUT,1923,2019
6,Red,FWD,1197 cc,37,Petrol,P1E1T1,1510,0–20k,19244,G1,3995,Zirakpur,Toyota,82 bhp @ 6000 rpm,Glanza G,113 Nm @ 4200 rpm,First,700000,5–10L,PR3,36.37,5,Individual,Manual,MAN,1745,2019
6,Red,FWD,1197 cc,37,Petrol,P1E1T1,1510,20–50k,25000,G2,3995,Delhi,Toyota,82 bhp @ 6000 rpm,Glanza G CVT,113 Nm @ 4200 rpm,First,790000,5–10L,PR3,31.60,5,Individual,Automatic,AUT,1745,2019
6,Red,FWD,1197 cc,37,Petrol,P1E1T1,1510,20–50k,37500,G2,3995,Mangalore,Toyota,82 bhp @ 6000 rpm,Glanza G,113 Nm @ 4200 rpm,First,799000,5–10L,PR3,21.31,5,Individual,Manual,MAN,1745,2019
6,Red,FWD,1197 cc,37,Petrol,P1E1T1,1500,20–50k,42356,G2,3995,Varanasi,Maruti Suzuki,83 bhp @ 6000 rpm,Baleno Alpha 1.2,115 Nm @ 4000 rpm,First,620000,5–10L,PR3,14.64,5,Individual,Manual,MAN,1745,2019
6,Red,FWD,1496 cc,44,Diesel,D1I1E1,1414,0–20k,6400,G1,3821,Delhi,MINI,114 bhp @ 4000 rpm,Cooper D 3 Door,270 Nm @ 1750 rpm,First,3300000,25–50L,PR6,515.63,5,Individual,Automatic,AUT,1727,2019
6,Red,FWD,1496 cc,42,Petrol,P1E1T1,1495,20–50k,40900,G2,4425,Pune,Toyota,106 bhp @ 6000 rpm,Yaris V CVT,140 Nm @ 4200 rpm,First,1090000,10–15L,PR4,26.65,5,Corporate,Automatic,AUT,1730,2019
6,Red,FWD,1956 cc,60,Diesel,D1I1E1,1760,20–50k,23952,G2,4655,Bangalore,MG,169 bhp @ 3750 rpm,Hector Sharp 2.0 Diesel [2019-2020],350 Nm @ 1750 rpm,First,1725000,15–25L,PR5,72.02,5,Individual,Manual,MAN,1835,2019
6,Red,FWD,1984 cc,50,Petrol,P1E1T1,1496,20–50k,30600,G2,4689,Hyderabad,Skoda,227 bhp @ 5500 rpm,Octavia RS,350 Nm @ 1250 rpm,First,3400000,25–50L,PR6,111.11,5,Corporate,Automatic,AUT,1814,2019
6,Red,FWD,1991 cc,50,Petrol,P1E1T1,1494,20–50k,24000,G2,4424,Delhi,Mercedes-Benz,181 bhp @ 5500 rpm,GLA 200 Sport,300 Nm @ 1200 rpm,First,3100000,25–50L,PR6,129.17,5,Individual,Automatic,AUT,1804,2019
6,Red,FWD,2143 cc,56,Diesel,D1I1E1,1432,0–20k,17000,G1,4630,Delhi,Mercedes-Benz,136 bhp @ 3200 rpm,CLA 200 D Urban Sport,300 Nm @ 1400 rpm,First,3100000,25–50L,PR6,182.35,5,Individual,Automatic,AUT,1777,2019
6,Red,FWD,999 cc,45,Petrol,P1E1T1,1469,50–100k,53929,G3,3971,Bangalore,Volkswagen,75 bhp @ 6200 rpm,Polo Trendline 1.0L (P),95 Nm @ 3000 rpm,First,699000,5–10L,PR3,12.96,5,Individual,Manual,MAN,1682,2019
6,Red,Unknown,1451 cc,60,Petrol,P1E1T1,1760,0–20k,7000,G1,4655,Pune,MG,141 bhp @ 5000 rpm,Hector Sharp 1.5 DCT Petrol [2019-2020],250 Nm @ 1600 rpm,First,1625000,15–25L,PR5,232.14,5,Individual,Automatic,AUT,1835,2019
6,Silver,AWD,3198 cc,80,Diesel,D1I1E1,1837,20–50k,41526,G2,4892,Coimbatore,Ford,197 bhp @ 3000 rpm,Endeavour Titanium 3.2 4x4 AT,470 Nm @ 1750 rpm,First,3450000,25–50L,PR6,83.08,7,Individual,Automatic,AUT,1860,2019
6,Silver,AWD,3198 cc,80,Diesel,D1I1E1,1837,20–50k,42475,G2,4903,Pune,Ford,197 bhp @ 3000 rpm,Endeavour Titanium Plus 3.2 4x4 AT,470 Nm @ 1750 rpm,First,3300000,25–50L,PR6,77.69,7,Individual,Automatic,AUT,1869,2019
6,Silver,FWD,1086 cc,60,CNG,C1NG1,1560,20–50k,46000,G2,3610,Agra,Hyundai,58 bhp @ 5500 rpm,Santro Sportz CNG [2018-2020],84 Nm @ 4500 rpm,First,495000,2–5L,PR2,10.76,5,Individual,Manual,MAN,1645,2019
6,Silver,FWD,1086 cc,60,CNG,C1NG1,1560,20–50k,43000,G2,3610,Mumbai,Hyundai,58 bhp @ 5500 rpm,Santro Sportz CNG [2018-2020],84 Nm @ 4500 rpm,First,545000,5–10L,PR3,12.67,5,Individual,Manual,MAN,1645,2019
6,Silver,FWD,1086 cc,35,Petrol,P1E1T1,1560,20–50k,30858,G2,3610,Hyderabad,Hyundai,68 bhp @ 5500 rpm,Santro Magna [2018-2020],99 Nm @ 4500 rpm,First,509999,5–10L,PR3,16.53,5,Individual,Manual,MAN,1645,2019
6,Silver,FWD,1086 cc,35,Petrol,P1E1T1,1560,20–50k,34400,G2,3610,Ranchi,Hyundai,68 bhp @ 5500 rpm,Santro Sportz AMT [2018-2020],99 Nm @ 4500 rpm,First,434999,2–5L,PR2,12.65,5,Individual,Automatic,AUT,1645,2019
6,Silver,FWD,1086 cc,35,Petrol,P1E1T1,1560,20–50k,32000,G2,3610,Zirakpur,Hyundai,68 bhp @ 5500 rpm,Santro Era,99 Nm @ 4500 rpm,First,409999,2–5L,PR2,12.81,5,Individual,Manual,MAN,1645,2019
6,Silver,FWD,1197 cc,43,Petrol,P1E1T1,1520,0–20k,15000,G1,3765,Chandigarh,Hyundai,81 bhp @ 6000 rpm,Grand i10 Magna AT 1.2 Kappa VTVT,114 Nm @ 4000 rpm,First,650000,5–10L,PR3,43.33,5,Individual,Automatic,AUT,1660,2019
6,Silver,FWD,1197 cc,37,Petrol,P1E1T1,1530,0–20k,11000,G1,3840,Chennai,Maruti Suzuki,82 bhp @ 6000 rpm,Swift LXi Special Edition,113 Nm @ 4200 rpm,Second,700000,5–10L,PR3,63.64,5,Individual,Manual,MAN,1735,2019
6,Silver,FWD,1197 cc,42,Petrol,P1E1T1,1530,0–20k,13000,G1,3850,Delhi,Maruti Suzuki,83 bhp @ 6000 rpm,Swift Lxi (O) [2014-2017],115 Nm @ 4000 rpm,First,570000,5–10L,PR3,43.85,5,Individual,Manual,MAN,1695,2019
6,Silver,FWD,1197 cc,37,Petrol,P1E1T1,1500,20–50k,27469,G2,3995,Delhi,Maruti Suzuki,83 bhp @ 6000 rpm,Baleno Delta 1.2,115 Nm @ 4000 rpm,First,605000,5–10L,PR3,22.02,5,Individual,Manual,MAN,1745,2019
6,Silver,FWD,1197 cc,43,Petrol,P1E1T1,1520,20–50k,25000,G2,3765,Hyderabad,Hyundai,81 bhp @ 6000 rpm,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],114 Nm @ 4000 rpm,First,595000,5–10L,PR3,23.80,5,Individual,Manual,MAN,1660,2019
6,Silver,FWD,1197 cc,37,Petrol,P1E1T1,1510,50–100k,55000,G3,3995,Jaipur,Toyota,82 bhp @ 6000 rpm,Glanza V,113 Nm @ 4200 rpm,First,735000,5–10L,PR3,13.36,5,Individual,Manual,MAN,1745,2019
6,Silver,FWD,1198 cc,44,Petrol,P1E1T1,1607,20–50k,33000,G2,3994,Delhi,Tata,108 bhp @ 5000 rpm,Nexon XM,170 Nm @ 1750 rpm,First,750000,5–10L,PR3,22.73,5,Individual,Manual,MAN,1811,2019
